,BKLN,BND,DIA,DVY,EEM,EFA,EMB,FXI,GLD,HYG,IEMG,IVV,IWM,MDY,MTUM,MUB,QQQ,QUAL,SHY,SPY,TIP,TLT,USMV,VEA,VLUE,VNQ,VTI,VTV,VUG,VWO,VXUS,VYM,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY,EWG,EWJ,EWU,IEF,IJR,IWD,IWF,LQD
2015-02-02,-0.006898009048505078,-0.05998804835813439,0.018792697426615042,0.01375159917733103,0.006138494678791407,0.013928733929680193,-0.012458935863565656,-0.004599130282485974,-0.04383679079512218,0.0038965663058560924,0.007059300727591493,0.02033805796925429,0.012522507910349007,0.017355881965858497,0.017012833414337018,-0.05697889860678629,0.015405007591301938,0.018560202998460812,-0.055553801792134275,0.020352289552124196,-0.05817559251003255,-0.06600183610085775,0.017741080909389778,0.013956619271382361,0.010678268310379746,-0.00534079687036085,0.020362793991960088,0.01957704271378514,0.019003198114142587,0.006285449655997619,0.014421021224832924,0.01924545388786362,0.013408154842944693,0.0035545198947493305,0.015990327086839937,0.016587024376202936,0.015458885876639836,0.008853776729580383,-0.012474225673455245,0.011752022047808596,0.015113540080693415,0.00904474833557075,0.00176952474701005,0.010115207805092355,-0.0659845962179338,0.012657271327179637,0.019917074747465305,0.019392820374937933,-0.05170933788062593
2015-03-02,-0.005137814401406466,-0.05885113199976636,0.0189065211150509,0.013113437182177569,0.005953507168501468,0.014006269276172423,-0.012442097834614927,-0.004822870033423338,-0.04545281200491355,0.004397255931525344,0.00687327277027806,0.020575081257815514,0.01268408557261399,0.017683573315150032,0.016787316318376364,-0.05824064597606872,0.015291815037350677,0.018748724939913405,-0.05494889845261821,0.020584742039027413,-0.0578412952649769,-0.06551569643377671,0.017621225365577114,0.014020349465251724,0.010781573803807978,-0.007580325350204985,0.020605843863606622,0.019718617769229937,0.019172503615933895,0.006280826527549612,0.01438772112986173,0.019445830581525773,0.013592324035085012,0.003483148164119327,0.01570435115023874,0.016655605133654758,0.015570420437853732,0.007932782353531542,-0.013633847756987413,0.011403661341096683,0.014947694531344839,0.00905988309137164,0.0013410045204682094,0.010195582127666487,-0.06492071955942251,0.012847647565162879,0.020060942424727654,0.019564859077380984,-0.05061184493181981
2015-04-01,-0.0066462974191578445,-0.05777161903051382,0.01906633360083653,0.013663334190243884,0.006026706387802602,0.013983970000329747,-0.014480966186784317,-0.004916534306305172,-0.047073309392737024,0.0035619166121137916,0.007127665442810416,0.020985777501426016,0.012182400588543967,0.017876370801285017,0.017040024939018364,-0.05846057221103275,0.015494817620811343,0.018988907812117956,-0.05559521728630504,0.02100903059733417,-0.05710318735320429,-0.06523865707283172,0.017978518799234816,0.014098779365758115,0.011134851498543761,-0.006621032203338673,0.02101351382568505,0.02011710888944252,0.01837186776399456,0.0063592538720777725,0.014829127844855119,0.019782527372664227,0.013272090010688166,0.0014608333808345854,0.01599805975725494,0.016710619359442333,0.01547001879857266,0.007880378851925204,-0.013282730512298835,0.011574922432823355,0.015148147685640727,0.008809572392422386,0.0006799402625387229,0.009581988456904895,-0.0640589295902279,0.012295549094132094,0.020512118358339576,0.019912955831550522,-0.04875094743526275
2015-05-01,-0.006857215371022411,-0.057729598963524933,0.019232687167463625,0.014141158541017416,0.006884299037745983,0.013704797230238305,-0.012976879534614533,-0.005810083964130624,-0.04716975281279463,0.003606784321624582,0.007679348067125313,0.021334118446939478,0.011734186291195891,0.01794028340525025,0.017486350618350913,-0.056960098304842624,0.01576542339232769,0.01909712360209988,-0.05528897682867347,0.021337130288945415,-0.058126283118050355,-0.06634165356777401,0.018255192391432945,0.013884065482639138,0.0112790110110029,-0.007312298400335533,0.021390143545487145,0.02028656207959007,0.017511632024954586,0.007197706101538905,0.014724401069457684,0.019985151709835287,0.012497580610815804,0.0005829450827951476,0.01580757726476972,0.016550202743775062,0.01541481138842566,0.008503364513585566,-0.011408346788017278,0.011042231189582976,0.014845418202912061,0.007748205583745032,0.00038676359500606697,0.009272950312064349,-0.06436276918232704,0.011866431522873998,0.020750200379341468,0.020273761784043682,-0.04965604316389263
2015-06-01,-0.007180399408087515,-0.05704892973194665,0.019223808382728445,0.014587634388664188,0.007003694926753903,0.013699169955869235,-0.013108476654811622,-0.007249951712962616,-0.04842104181983292,0.003312806604519349,0.007746144398127924,0.021339270138774215,0.011706842091785514,0.017848767652784415,0.01769868640120545,-0.05740273161068043,0.01588951830194318,0.019145737268594927,-0.055127309133963104,0.021332611675828065,-0.05795472913156391,-0.06658674622010803,0.018418408322136304,0.013872432569891574,0.011472446202536906,-0.006350081543876625,0.021403608978970524,0.020340451835304283,0.017532826522783124,0.007213448689045337,0.014765818698767912,0.019978073510451628,0.012362635491753792,-0.00048187926190342196,0.015521420650751171,0.016332230943829948,0.015287596220266791,0.008639697139614103,-0.010071361267637812,0.011027785317764337,0.014591166320353798,0.007865728149445174,0.0009487079157663178,0.008867553320161519,-0.06395980626012825,0.011944708938675686,0.02078446245389044,0.020294099620260634,-0.04905655624249697
2015-07-01,-0.005894180192102838,-0.05754170406241868,0.01889314656217189,0.014374224236985523,0.007489675217257688,0.013601969787413888,-0.013247219412464862,-0.007336773269656365,-0.04669312241540689,0.003342200085656176,0.008245896241192978,0.02083622824549344,0.012092120737747989,0.017700735648209343,0.017252656845417248,-0.05832810998697625,0.015920708286145027,0.0188785174914386,-0.05539204211606582,0.020799235169882205,-0.058519817835724845,-0.06632756117161044,0.01800384190382966,0.01379986381973413,0.011725417967326695,-0.006119593348718811,0.020889873537890773,0.019911706801740276,0.01738065230251732,0.007645934329847784,0.014713698573591765,0.019525531777669223,0.01259124572441857,2.644196277916675e-05,0.01542942147982226,0.016160791570534357,0.015262444472935099,0.008847395475462655,-0.009933799666163723,0.011701553112512109,0.01482183123042779,0.008186871251824756,0.002322237588056186,0.009258584994262612,-0.06392845804396911,0.012160142346484668,0.020266567376437984,0.01994063584488225,-0.05073761847872129
2015-08-03,-0.005197115659053855,-0.05955418526563019,0.018917961245336613,0.014426459769506794,0.00726611023715103,0.01338584028403031,-0.012228780685856819,-0.006107717383008676,-0.04507611525929197,0.003527915656352684,0.007712691617979902,0.020818055154144262,0.01224337841424204,0.01757051969562867,0.01727059438874706,-0.05891421111090556,0.015442915974043176,0.018769029465215657,-0.05573630959305458,0.02077821444679909,-0.058022422360748824,-0.06671216106828828,0.01760288353207319,0.013576145789363009,0.012503286052485133,-0.006959022278191242,0.020886141062956692,0.01999107277369265,0.01738663011438313,0.007514575517495464,0.01427128661781913,0.019535408472784958,0.013187243396568245,0.00014997736050398233,0.015199949986684539,0.016512614476491133,0.014622088818487181,0.00906821855235808,-0.009631711538428643,0.011729448842747604,0.014918459513519942,0.00783853098979348,0.0035147826666370847,0.009527682341462968,-0.06444638950793792,0.012231944668824367,0.020205728357402294,0.01989621374628843,-0.05141385828960342
2015-09-01,-0.003568511043969003,-0.06127553458850498,0.018543073122044937,0.014371053391806372,0.008177107549550533,0.013036308742942359,-0.011352670920305086,-0.004054497879044692,-0.04787048144595472,0.0028595445989941667,0.008861100773810783,0.01998085508859123,0.012188415824497414,0.01745466920586603,0.016995807910933955,-0.05737475486272251,0.01565875339153981,0.01814312070359834,-0.05793076612684549,0.019967642156303252,-0.05736517561614797,-0.06776305897989873,0.017019232080753583,0.013452086609079606,0.012317109035222673,-0.004711256024734088,0.020072360481789488,0.019258183944315728,0.01736827584396738,0.008553720397205524,0.01434122997453798,0.018940237436568,0.013436295357972071,0.0012203424601844814,0.01569140642333646,0.01671203605889007,0.015140812701335339,0.010800485803276959,-0.008880249117412772,0.012522467734706512,0.014961297820735386,0.005250371263796438,0.006354465623626723,0.009350516945628426,-0.06665115894370308,0.012371804280152408,0.019368447121033264,0.01925936214140641,-0.05120188445075679
2015-10-01,-0.002338576845104419,-0.06202555364644584,0.017938947240416638,0.014505409547360855,0.009127390531112308,0.013444577814381239,-0.013215957659318225,-0.0014817451736354643,-0.046286640419331546,0.0027199228923476602,0.009725128106993481,0.01920740910085103,0.01253692739527033,0.0172237584173606,0.0163213971640742,-0.059614575255910275,0.015343021729157984,0.01755774821472436,-0.05766566963285931,0.019207167162529074,-0.056876491351649384,-0.06945107222258491,0.016593130812003243,0.013802891431352259,0.012832973773510043,-0.002934063203278651,0.01929101316306388,0.018633258288808203,0.016877775671781003,0.0095815501158905,0.014514970876740217,0.018319908562333797,0.013546084339397624,0.002534133046581802,0.015337864674105669,0.01630588394513374,0.015024407592646366,0.011263564419883083,-0.006917736026382736,0.011288352034962519,0.014901138545096832,0.005838923191444868,0.007733579401853799,0.010827598482078399,-0.06726057781710196,0.012920024491163725,0.018708382005514022,0.018463785818074684,-0.053931340746397195
2015-11-02,-0.0035922600350743006,-0.06277127028607309,0.018069249239904994,0.014476425728486444,0.009704158633994733,0.01369941851919519,-0.011310984450546914,-0.0008126652502381986,-0.046032430927835884,0.001881741001158498,0.010339048387541174,0.019326096598192826,0.013216863285576148,0.01736267468803879,0.015645827358433104,-0.05858744397864756,0.014945270148761724,0.01759693687087647,-0.05836684843771645,0.01932701659708271,-0.05627540143145207,-0.06976853195756386,0.016489821943260742,0.01404734930144986,0.012803661565451641,-0.0021811622052479974,0.019444097429584983,0.01874808587023144,0.016807561492848372,0.01043336463320034,0.01470877536875717,0.018397500946233145,0.0134745602592668,0.0021880275802263873,0.014905579875040147,0.016247450665931477,0.014682360056449361,0.011685064646874847,-0.007625935759834856,0.009163320829724658,0.014493480260794224,0.005479585617783897,0.008462871025863376,0.010963097789917066,-0.06782405733590795,0.01358871255912317,0.01878361759182149,0.018411325632922658,-0.054851007943861
