,PC1,PC2,PC3,PC4,PC5
2019-08-01,0.6261017739054611,0.7407978036130172,0.8064083151572646,0.8341221194528992,0.8538086185705361
2019-09-03,0.6510384051530915,0.7644461434481831,0.8216706647009354,0.845246518513773,0.8639033316148683
2019-10-01,0.6519021646403202,0.7705411419022393,0.8251821511974577,0.8487706716261212,0.8673825830308456
2019-11-01,0.653014024302076,0.7758020029529398,0.828773193730642,0.8505960975811515,0.8688756351082769
2019-12-02,0.65263232264746,0.7783593175083586,0.8296220485812321,0.8507644318085655,0.8691189721441213
2020-01-02,0.6329807173528844,0.7650872924411829,0.8123476167653678,0.8360478091729104,0.8569249994513504
2020-02-03,0.6259182269447662,0.7582871825727162,0.8108230815957483,0.8353056702541307,0.8564825357132081
2020-03-02,0.6537126736598776,0.7775947960594362,0.8291498819275419,0.8518722118104642,0.8723794178439367
2020-04-01,0.7575470988666664,0.8581208199218411,0.8892820849164946,0.9080479527850921,0.9249348559157661
2020-05-01,0.7561980268345029,0.8531610478935425,0.8824385280031238,0.9020801133579668,0.9185617725073003
2020-06-01,0.7522306605215058,0.8485036771477298,0.8773029916646976,0.8970685348071437,0.9143738299577336
2020-07-01,0.7539878216784158,0.8487521474925576,0.8766663494363583,0.8968274328143182,0.9145478291761482
2020-08-03,0.7487193617870863,0.8423188532299596,0.870404381027247,0.8923568140521334,0.9103498345015713
2020-09-01,0.7439003852228105,0.8363316565804182,0.8652696932043629,0.8896182313439619,0.9076070722016626
2020-10-01,0.7428796884285934,0.8332425240848329,0.8617541333543274,0.8866120338016549,0.9053413201265496
2020-11-02,0.7416419262232666,0.8310821180141617,0.8591986416118288,0.8850624671064888,0.9040677778472885
2020-12-01,0.7354749703163411,0.8243573151709123,0.8562212794905004,0.8830293719906992,0.9020027873685011
2021-01-04,0.7345390110331702,0.822485728079805,0.8547466106240931,0.8815570315096268,0.9005686750452931
2021-02-01,0.7312019965852051,0.8191565823329967,0.8529115800718043,0.8793747309325514,0.8982085430839813
2021-03-01,0.7265739391128501,0.8154096563732587,0.8503624015386237,0.8765078069936451,0.8960123541685485
2021-04-01,0.6281493542209506,0.7402195672928383,0.7949111629544549,0.8300496218627336,0.8550747983187486
2021-05-03,0.5882346365621998,0.72936457544238,0.7841416113444013,0.8241447835763631,0.8461370505687131
2021-06-01,0.5776852661275018,0.725653846238404,0.7828715994130399,0.8232304748548572,0.8459193533581647
2021-07-01,0.5356255339287423,0.6952222209799432,0.7579631290094113,0.8036393596716778,0.8299213794379449
2021-08-02,0.5385370296836055,0.6976887434130973,0.7582857002729801,0.8043479171676565,0.8313342848316312
2021-09-01,0.5458849159359563,0.7024408130786302,0.7634250326224798,0.8100285197888464,0.836797939762153
2021-10-01,0.5294304559146192,0.6918037820291956,0.7589531958657437,0.8055496804684136,0.8343037835382958
2021-11-01,0.5128214862505034,0.6764395047174715,0.7478975851180746,0.7971028350418167,0.8283513869904896
2021-12-01,0.5140206889671687,0.6670207624772264,0.7427281777284483,0.7927099702806403,0.8246974578765548
2022-01-03,0.5251404706562407,0.6718437591325875,0.7472817096431106,0.7967986677648811,0.8294322682593619
2022-02-01,0.5228651386393777,0.666617455738866,0.7442891905106475,0.7964198113097865,0.830590348615365
2022-03-01,0.5260012029928828,0.6619920192599429,0.7409883809977892,0.7986526686758857,0.8333572820612538
2022-04-01,0.546211794235071,0.6749093028784549,0.7509592367867762,0.8055357376759332,0.840657401258352
2022-05-02,0.5567001702460528,0.6837932433116727,0.7626665519878385,0.8143438674058634,0.8471781754557158
2022-06-01,0.5799478436717056,0.7042298936646816,0.7777545426070994,0.8238575843283499,0.8529691574155603
2022-07-01,0.6016348656002625,0.7297882986104679,0.7959075625355235,0.8364323692897375,0.8622136206267059
2022-08-01,0.6047826535336027,0.732263232810628,0.7969775014279307,0.8389080912522604,0.8636310523575231
2022-09-01,0.6139011357431,0.7401862443776219,0.8021847066765182,0.8423899698110922,0.8659381902533221
2022-10-03,0.6297433562127182,0.7531339529448995,0.809116114389701,0.8492546768001491,0.8716261211633776
2022-11-01,0.6401989563874381,0.7603098529290415,0.8175440700516619,0.8553375633667873,0.8769718231256853
2022-12-01,0.6571888399130406,0.7722553225443791,0.8283313578417599,0.8634675075417394,0.8845314141770694
2023-01-03,0.6613483971913917,0.775106039434484,0.8308668312134552,0.8650742223970591,0.8855729151084014
2023-02-01,0.6667635111194734,0.7810708183436137,0.8365807106056361,0.8691575163416949,0.8888969774821461
2023-03-01,0.6682340796955216,0.7805410542395401,0.8379423198564419,0.8696025588391023,0.8883338629616417
2023-04-03,0.6686351552937828,0.7866302628385298,0.8417918897119216,0.8713688584219681,0.891035525636646
2023-05-01,0.6671231450012809,0.7871103460032638,0.8420773475313541,0.8707018016531807,0.8908008489526099
2023-06-01,0.6584896759229569,0.7806946653143926,0.8366836960374698,0.8687727205213577,0.8910235238219096
2023-07-03,0.6400054351234692,0.7666873506551974,0.8256136325581092,0.8599782072756746,0.8831399999086356
2023-08-01,0.6405096961295269,0.7669494550920389,0.8243100535687768,0.8565817729421578,0.8803096590900701
2023-09-01,0.6353629389360516,0.7638718492808125,0.82278959530446,0.856295489899449,0.8801789982857562
2023-10-02,0.6179834672853708,0.7521557684490097,0.8137416855080037,0.8499164179344699,0.8742408246945503
2023-11-01,0.5965746775706813,0.7365243772296253,0.795792354681667,0.8388043334982114,0.865801007426399
2023-12-01,0.5742849115002504,0.7193038811400523,0.7771100824666539,0.8256601483281922,0.8563587019779119
2024-01-02,0.5605669493475709,0.7086959430381699,0.7685531581162136,0.8222686717740866,0.8549020995192395
2024-02-01,0.548974106124229,0.6965081734705751,0.7628403226397764,0.8189383287534235,0.851838687368999
2024-03-01,0.5462991799841888,0.6954961005469866,0.7644773186678188,0.8209375272526437,0.8530880279112295
2024-04-01,0.5533581904448985,0.690164888425513,0.7660751278959763,0.8187294662289144,0.8476099432918179
2024-05-01,0.5623543951497181,0.6942156232083426,0.7723873277234149,0.8232738733175037,0.8506093055672274
2024-06-03,0.5722594351693171,0.6925498026440096,0.773296194676464,0.8233560872894483,0.8496643980969842
2024-07-01,0.5676902331725394,0.684611318019226,0.7665425827072145,0.8180766539776497,0.84405262372526
2024-08-01,0.5626654408068783,0.6832113298142908,0.7690074982266196,0.8176950111762533,0.842373794854026
2024-09-03,0.5641914478902401,0.6966609166454365,0.7759894152960142,0.8215142860497058,0.848449648249838
2024-10-01,0.5553737518314237,0.6931326299983274,0.7728826399608457,0.8221053067969545,0.8485770480951436
2024-11-01,0.5445249667216747,0.6838556343850402,0.7632747708618247,0.8195662819166931,0.8463383150652917
2024-12-02,0.5107186825815181,0.662271176620203,0.7487158585855392,0.8116087908931929,0.8409934581926318
2025-01-02,0.5160335182695194,0.6624958098164384,0.7493631554358375,0.8134293895982895,0.8396730811063556
2025-02-03,0.5182903173748967,0.6661445935870156,0.7523079741581506,0.8144050908210668,0.8399297320619117
2025-03-03,0.5095070575967233,0.6545483643482279,0.7454687031557261,0.8085513893974047,0.8346980881139534
2025-04-01,0.5109992843329135,0.6608414860342567,0.7507890092406863,0.812481095102962,0.8381867223694842
2025-05-01,0.6075419492555308,0.7419008403255943,0.8050661789686591,0.8521406173990552,0.8729106250094725
2025-06-02,0.601355313997274,0.7387653777703277,0.8044124907796146,0.8525335319479208,0.8738229063670471
2025-07-01,0.6057375016709999,0.7418871500153289,0.8066275028351382,0.8510681040651078,0.873063951871391
2025-08-01,0.6064280530605877,0.7430908096882001,0.8076502026463295,0.8510304754564492,0.8721742212725148
2025-09-02,0.6018749191140088,0.7369886641834542,0.8030656967644894,0.8474108414329381,0.870360031833868
2025-10-01,0.6010274255789338,0.7353665791562464,0.7999161456040709,0.8450794720814414,0.8682944502968027
2025-11-03,0.6065153320022771,0.7393056743323314,0.8015623118429668,0.8470060413963876,0.8673178828890149
2025-12-01,0.620886995255127,0.7506476988330799,0.8020809535057027,0.8488555388419465,0.8697327650823531
