,PC1,PC2,PC3,PC4,PC5
2015-02-02,,,,,
2015-03-02,0.9998864813308429,0.9966194673106776,0.9949787585224441,0.9713711887069733,0.9790592612354801
2015-04-01,0.9976257106873914,0.9964357005934892,0.9851038497405916,0.242268389097229,0.21404849220852687
2015-05-01,0.9997806767472848,0.9989734396356793,0.9965563348432105,0.9831204222108104,0.74731633191389
2015-06-01,0.9995606062820732,0.9991942288313453,0.998148674601958,0.9706468234983374,0.9450791379538788
2015-07-01,0.9997617872389113,0.9984346306913883,0.9984011327320962,0.9956693094675316,0.983760842084425
2015-08-03,0.99984393895353,0.9988872737545744,0.9947473161763765,0.8778397277865218,0.8707504121792662
2015-09-01,0.9996724896811298,0.9971612295359863,0.9922968241352866,0.9422953786750222,0.9407351699728617
2015-10-01,0.9996960551944408,0.9993777503377154,0.9988242171751132,0.8168654534346542,0.8107827752604873
2015-11-02,0.9999123812647841,0.999422690374625,0.9947731427850685,0.9825898906638106,0.9881232329328088
2015-12-01,0.9999747091090547,0.9996951591497779,0.9952280610978803,0.7834620448562096,0.7840545086353359
2016-01-04,0.9998027124856562,0.999091459467073,0.9897696281435445,0.6852058704395245,0.7057620327823502
2016-02-01,0.9996250624647974,0.9985249621868693,0.9952717647537924,0.9699807147318419,0.9815713066967915
2016-03-01,0.9998576872557657,0.9992880518037861,0.9982106703602884,0.4693078596727007,0.46190645585530454
2016-04-01,0.9993379921807509,0.99825942759421,0.9953648454251011,0.9882634654181812,0.9737130148913369
2016-05-02,0.9999241588666148,0.9995187097759707,0.9947716870845499,0.8982669160470503,0.8994631443599241
2016-06-01,0.9997839319190007,0.9987860477273037,0.997987842699532,0.9339856585575285,0.940796205180751
2016-07-01,0.9996812519811217,0.9982686035922057,0.9895136560685004,0.9711343421528686,0.9757910947346946
2016-08-01,0.9998690079786889,0.9966429636939637,0.9940877094464058,0.9739813395107593,0.9814970121945252
2016-09-01,0.999744133617237,0.9970073402364695,0.9908305089966538,0.988162055018624,0.991323540737753
2016-10-03,0.9988704187709482,0.9976752582407401,0.9955784305854258,0.9877506093616213,0.9824842495527509
2016-11-01,0.9999183625137813,0.9985930741756577,0.9985005973663825,0.9956201140965553,0.9950304923649688
2016-12-01,0.9996577411942839,0.9859594064218926,0.9745324033186444,0.6824035961154904,0.7067801587659254
2017-01-03,0.9997816804315209,0.9977960081179218,0.9951984650275871,0.9883001467649889,0.9853303725650557
2017-02-01,0.9997708718916574,0.9982270657425345,0.9861693526176857,0.8101332099037865,0.7975844526006306
2017-03-01,0.9996066974404424,0.9991020967355521,0.9939036595650879,0.9862644254480685,0.9852595232859721
2017-04-03,0.9998208850048009,0.9990356247915116,0.9953423038754713,0.9813650094343714,0.9817255021141198
2017-05-01,0.9999406916417127,0.9994008636890814,0.9959552038483641,0.9779950711063171,0.9666428492632874
2017-06-01,0.9999513194327837,0.9995614418754102,0.992167869520956,0.9855652194436941,0.987357532330178
2017-07-03,0.9943887719050869,0.9870886789146791,0.9725632159934159,0.868985245353765,0.847087794017711
2017-08-01,0.9993968247072539,0.9974562346860624,0.9900881177130552,0.9906819857469968,0.9698145299473322
2017-09-01,0.9996385046559821,0.9992440656967208,0.9968150375611029,0.9939208752940392,0.996835047682898
2017-10-02,0.9936599288754484,0.9927809112953655,0.8607615409892004,0.8593888174817685,0.9818679743728395
2017-11-01,0.9996573435087875,0.9987533176203963,0.9844945118904314,0.9836700016363069,0.9941852818241752
2017-12-01,0.9994597640528405,0.9826817805305837,0.9504549546188853,0.9732494175842965,0.21232939845106277
2018-01-02,0.9982929800405475,0.9978481823653109,0.9818111226414343,0.9856781205212664,0.9671193933524997
2018-02-01,0.999502247876834,0.9963881774736724,0.9913798780779965,0.9918499650297019,0.9870521308964825
2018-03-01,0.9936103959678564,0.989527561248116,0.9637376064011844,0.8842160604386665,0.7527442031288666
2018-04-02,0.9992967189111481,0.9976212891547959,0.9893064912613875,0.9448953211577298,0.8880988450100216
2018-05-01,0.9998604292720118,0.9994476338924091,0.9940850797264756,0.9516362431711292,0.9686866196416727
2018-06-01,0.9999410135336629,0.9968179643483033,0.9888779973659171,0.8465054310388733,0.21051300735240466
2018-07-02,0.9994641432622491,0.9974131720199099,0.9945023208585547,0.8664629511115081,0.8604421422472385
2018-08-01,0.9999274746517535,0.9979004858498213,0.992020761884229,0.9827526884157454,0.9685351754122007
2018-09-04,0.9998611437570036,0.9986265237572942,0.9951550770077545,0.96637429988786,0.940638349166857
2018-10-01,0.9998527967695678,0.9982841795341472,0.9986530642986052,0.9876150235709287,0.913368061227974
2018-11-01,0.9994009615737318,0.9986795299707549,0.9800819143424624,0.9528059374279201,0.9715851744029356
2018-12-03,0.9998279460805226,0.9983104867647234,0.9966015485052349,0.9977623052095814,0.9804294581308577
2019-01-02,0.9993210489573466,0.9989241490620953,0.9788912269248081,0.9937606841781492,0.8804441361772584
2019-02-01,0.9998207880580852,0.9984435350316867,0.998130588215442,0.993428095559399,0.9200117096635084
2019-03-01,0.9995097407719044,0.9981086318920427,0.9985078879591089,0.9945123926773964,0.8062633048840446
2019-04-01,0.9999068245361363,0.9989141325781357,0.998277199950796,0.9969479660002554,0.9911077862372125
2019-05-01,0.9998884950647888,0.9977056271668414,0.9981289822795772,0.9944801869331839,0.9742049959036319
2019-06-03,0.9998713104090196,0.9971277253781882,0.9966856240215682,0.9938349693476456,0.9862594605109525
2019-07-01,0.9996342349362667,0.9959863756780606,0.9948646547410638,0.9876941595792441,0.9312182354497331
2019-08-01,0.9998971524524536,0.9987162746196852,0.996500465504732,0.9929416969210141,0.9811221965399375
2019-09-03,0.999155107125449,0.9972852906944873,0.9947188373926629,0.9723861369102673,0.9443909670100915
2019-10-01,0.9998914901679714,0.9976712100485543,0.9982383837481497,0.9930505848174114,0.9502914118080826
2019-11-01,0.9994122537474142,0.9959070128773428,0.9854536303406533,0.9750289685473501,0.9565241259523807
2019-12-02,0.9998413460126069,0.998156768766223,0.9940128069872196,0.883749397118307,0.8722910813837069
2020-01-02,0.9993176441697458,0.9976477557384116,0.9800793115023214,0.9560184641798444,0.9747429661121408
2020-02-03,0.9998056128612507,0.9987915538054393,0.9948794128990863,0.9924600564530152,0.9376130054474404
2020-03-02,0.9989503679854354,0.9949965266449263,0.9684699082560276,0.9475739704846797,0.9138074502263752
2020-04-01,0.9634600016699996,0.8763009725971254,0.7239312642885346,0.07530037755443914,0.053288600340000825
2020-05-01,0.9999158327457013,0.9995504888950899,0.9946568526316438,0.8917971672286493,0.9087642170653304
2020-06-01,0.9999876354361867,0.9999332048706657,0.9937010552593966,0.989759413340346,0.975392642336282
2020-07-01,0.9999798305412652,0.9997273749355313,0.9951997931769266,0.9680683482889106,0.9710670512430819
2020-08-03,0.9999710140923892,0.9998482220244038,0.9866750362058556,0.9178114100489678,0.9411455889506612
2020-09-01,0.9999634816728943,0.9994363580142661,0.9962496980931,0.992555918769499,0.9899275377155942
2020-10-01,0.9999788489213437,0.9995486017851881,0.995946592342315,0.9941085280138438,0.9927774590967657
2020-11-02,0.9999925487826645,0.9998160918906821,0.9875154320946676,0.986011327043168,0.9986908666466423
2020-12-01,0.999982118354566,0.9988830684598419,0.6631602816079627,0.6663150948678567,0.9973667573998766
2021-01-04,0.9999954255960182,0.9999192289729217,0.9997659636673755,0.9990717398153377,0.9988850813069244
2021-02-01,0.9999957723802633,0.9995195121836664,0.9947028889861238,0.9916833909855887,0.9966305531200716
2021-03-01,0.9999156181683353,0.9987759420792285,0.9984483105226623,0.9976021979080492,0.9075324432560623
2021-04-01,0.997048450376772,0.8163614185221358,0.670962145360158,0.6831715857874427,0.7041995780500947
2021-05-03,0.9975727120403727,0.9943469719730945,0.9617006106146769,0.9732855841846548,0.10292342514734334
2021-06-01,0.9992522509379307,0.9979300247868949,0.9959886020246321,0.9888794561778687,0.9948925461776392
2021-07-01,0.998543406242133,0.9954589157175857,0.9943947164446322,0.9895686065823971,0.9388586196338496
2021-08-02,0.9996934877447377,0.9981131284244391,0.9836935498244852,0.9837115376701369,0.9945411443282901
2021-09-01,0.9999174320517248,0.999342962101422,0.9873834312930665,0.9847525460692211,0.9917852742270636
2021-10-01,0.999713566090682,0.9991273410317247,0.9979678471966251,0.9959591334078108,0.9887264536596283
2021-11-01,0.9997883196827005,0.9993170196709928,0.9990268620196368,0.9948460924313555,0.995673080318582
2021-12-01,0.999211917693116,0.9905999070316429,0.9850482945782371,0.9776747833961307,0.9936633915899007
2022-01-03,0.9996414066154593,0.9987602634330651,0.9942813677855975,0.9912547770357576,0.9768512013420709
2022-02-01,0.9994546613901285,0.9956642559853057,0.9964780227762506,0.9713571147836697,0.9732183571716608
2022-03-01,0.9995934744410118,0.9896919367418548,0.9831782319535688,0.9726240875566743,0.9520466648538581
2022-04-01,0.9969867123626205,0.9870388354490759,0.9585190638199448,0.9685233950704027,0.9334877493862003
2022-05-02,0.9992874513593493,0.9974771572710989,0.9966882553352309,0.9949392281541005,0.996162661064065
2022-06-01,0.9997251390993231,0.9935538167242866,0.995416971789197,0.9916117848114164,0.9923626170349001
2022-07-01,0.9983091729201533,0.9924452218986213,0.9924119484691725,0.9910223183207705,0.9826675664469908
2022-08-01,0.9998186438683709,0.9983571037478163,0.9983443095252553,0.9915893275682786,0.9932962040787268
2022-09-01,0.9997357345363505,0.999256390396863,0.9993658354627527,0.9983394899310036,0.9937786588461897
2022-10-03,0.9992456038411975,0.9974469933219978,0.997886832194619,0.9946451134468776,0.9943918161293825
2022-11-01,0.9996259269261334,0.9988474839085459,0.9931689727654937,0.9950332578411331,0.9943143346961161
2022-12-01,0.9990641506147255,0.9980419163951333,0.9920344932601766,0.9910228722612282,0.9975653359989799
2023-01-03,0.9999512083484896,0.9995267296593875,0.998956153338375,0.997917297661298,0.9951037346985703
2023-02-01,0.9999836024095434,0.9984802732383019,0.9982949560150916,0.9960614086804522,0.9959634824942909
2023-03-01,0.9998952444381498,0.9979520622835982,0.9982672040881945,0.9919009483156693,0.9825608453149604
2023-04-03,0.9994731576252448,0.995457206757838,0.97663072781777,0.9417548990650708,0.44958520623433085
2023-05-01,0.9999746949230113,0.9993142167602934,0.9988593249852233,0.9901276272229508,0.9956890378657102
2023-06-01,0.9999477489621276,0.9983859571843045,0.9982647143166796,0.9844784294385795,0.9882039404452934
2023-07-03,0.9997732313280285,0.997481185273702,0.9964898076053965,0.9865435249286049,0.9925916062957307
2023-08-01,0.9998291389497032,0.9964210067682933,0.9957482672178399,0.9933417133694559,0.9966546856421032
2023-09-01,0.9999365987475457,0.9995507901168628,0.9990528338962612,0.9926149930400217,0.9895596802667836
2023-10-02,0.9997812921461385,0.9986571402025206,0.9989299112461584,0.992261588760866,0.9859282898759794
2023-11-01,0.9993113751689771,0.9982658164667824,0.9888203270814804,0.9883279865959737,0.9940541303987533
2023-12-01,0.9992045256667358,0.997986311133696,0.9893464451159169,0.9848417174665922,0.9843302078031011
2024-01-02,0.9998457163742278,0.9989497158448076,0.9240253248778569,0.920396335407717,0.9786959941438125
2024-02-01,0.9999085364163823,0.9987812139657755,0.987451164313492,0.9851800999699263,0.9955178831526263
2024-03-01,0.9998348240502408,0.9956100204986199,0.9064631399043344,0.9062598330935813,0.9905098432885113
2024-04-01,0.9943485629551447,0.9802636502844437,0.9841318514550949,0.9852407994102008,0.8528868504804743
2024-05-01,0.9995567598377059,0.9968011783153958,0.9907609608416421,0.9906433650729096,0.9882480240715832
2024-06-03,0.9988427972546525,0.9915941645937765,0.9908383440926734,0.9948654054793877,0.9856614265532655
2024-07-01,0.9997358031111047,0.9977122709888886,0.9944962802340851,0.9982073725593623,0.9584823189340729
2024-08-01,0.9998836694350801,0.9856069306802727,0.9850561116667773,0.9929830353302792,0.9751536124406854
2024-09-03,0.9983191426254723,0.9850430529982239,0.9894070648667148,0.9939653205223788,0.978816546942171
2024-10-01,0.9997809207036809,0.9987829239801652,0.9962537340409211,0.9932813606679424,0.994803338320426
2024-11-01,0.999687181956118,0.9984156343676669,0.9981885182941495,0.9915231290679999,0.9947898151583568
2024-12-02,0.9990285857819764,0.9810217691095849,0.8940200485347685,0.8872893817274694,0.9198194356108149
2025-01-02,0.9998514016748556,0.9987243407850479,0.9948314702644114,0.994870152454415,0.9821724886454932
2025-02-03,0.9998714048851026,0.9976188177207228,0.9916590435772948,0.9932563452987722,0.9635789882439143
2025-03-03,0.9996403814967324,0.9962537977992127,0.9912634374016751,0.9886605079391836,0.9956027655099414
2025-04-01,0.9986722979746663,0.997866223209793,0.9886415191414691,0.9873162443412871,0.9354873718875519
2025-05-01,0.99730806863805,0.9909899918960774,0.9432075987399154,0.9230035649378467,0.913683575266613
2025-06-02,0.9995833181702053,0.9983799225179145,0.9921933569369283,0.9897118770171679,0.9265137401180326
2025-07-01,0.9999323394552245,0.9998107931912067,0.9987408645584377,0.9961110428683912,0.9792392339420846
2025-08-01,0.9999145444582301,0.9997645455476607,0.997444306339208,0.9952685467877362,0.9671296547388953
2025-09-02,0.9997470986004331,0.9984969938818189,0.9973723891953523,0.9955538292882511,0.9957448063393051
2025-10-01,0.9999038151975862,0.9990773606319479,0.9981668507202883,0.9991865651508975,0.9943200686799001
2025-11-03,0.9997903601894185,0.9994906069545557,0.9951104740571326,0.9927656030909519,0.9484148492977365
2025-12-01,0.9998742849866973,0.9884635929811958,0.957232705143676,0.9715416528646863,0.9837759336390486
